window,origin_literal,anchor_literal,lag_h,past_literal,anchor_m,past_m,value_m_per_h
2018-08-30,2018-09-04T13:00:00,2018-09-04T12:00:00,2,2018-09-04T10:00:00,7.5,7.59,-0.04499999999999993
2018-08-30,2018-09-04T13:00:00,2018-09-04T12:00:00,4,2018-09-04T08:00:00,7.5,7.63,-0.03249999999999997
2018-08-30,2018-09-04T13:00:00,2018-09-04T12:00:00,8,2018-09-04T04:00:00,7.5,7.72,-0.02749999999999997
2018-08-30,2018-09-04T14:00:00,2018-09-04T13:00:00,0.5,2018-09-04T12:30:00,7.46,,
2018-08-30,2018-09-04T14:00:00,2018-09-04T13:00:00,1,2018-09-04T12:00:00,7.46,7.5,-0.040000000000000036
2018-08-30,2018-09-04T14:00:00,2018-09-04T13:00:00,2,2018-09-04T11:00:00,7.46,7.54,-0.040000000000000036
2018-08-30,2018-09-04T14:00:00,2018-09-04T13:00:00,4,2018-09-04T09:00:00,7.46,7.58,-0.030000000000000027
2018-08-30,2018-09-04T14:00:00,2018-09-04T13:00:00,8,2018-09-04T05:00:00,7.46,7.68,-0.02749999999999997
2018-08-30,2018-09-04T15:00:00,2018-09-04T14:00:00,0.5,2018-09-04T13:30:00,7.45,,
2018-08-30,2018-09-04T15:00:00,2018-09-04T14:00:00,1,2018-09-04T13:00:00,7.45,7.46,-0.009999999999999787
2018-08-30,2018-09-04T15:00:00,2018-09-04T14:00:00,2,2018-09-04T12:00:00,7.45,7.5,-0.02499999999999991
2018-08-30,2018-09-04T15:00:00,2018-09-04T14:00:00,4,2018-09-04T10:00:00,7.45,7.59,-0.03499999999999992
2018-08-30,2018-09-04T15:00:00,2018-09-04T14:00:00,8,2018-09-04T06:00:00,7.45,7.71,-0.03249999999999997
2018-08-30,2018-09-04T16:00:00,2018-09-04T15:00:00,0.5,2018-09-04T14:30:00,7.35,,
2018-08-30,2018-09-04T16:00:00,2018-09-04T15:00:00,1,2018-09-04T14:00:00,7.35,7.45,-0.10000000000000053
2018-08-30,2018-09-04T16:00:00,2018-09-04T15:00:00,2,2018-09-04T13:00:00,7.35,7.46,-0.05500000000000016
2018-08-30,2018-09-04T16:00:00,2018-09-04T15:00:00,4,2018-09-04T11:00:00,7.35,7.54,-0.0475000000000001
2018-08-30,2018-09-04T16:00:00,2018-09-04T15:00:00,8,2018-09-04T07:00:00,7.35,7.7,-0.04375000000000007
2018-08-30,2018-09-04T17:00:00,2018-09-04T16:00:00,0.5,2018-09-04T15:30:00,7.32,,
2018-08-30,2018-09-04T17:00:00,2018-09-04T16:00:00,1,2018-09-04T15:00:00,7.32,7.35,-0.02999999999999936
2018-08-30,2018-09-04T17:00:00,2018-09-04T16:00:00,2,2018-09-04T14:00:00,7.32,7.45,-0.06499999999999995
2018-08-30,2018-09-04T17:00:00,2018-09-04T16:00:00,4,2018-09-04T12:00:00,7.32,7.5,-0.04499999999999993
2018-08-30,2018-09-04T17:00:00,2018-09-04T16:00:00,8,2018-09-04T08:00:00,7.32,7.63,-0.03874999999999995
2018-08-30,2018-09-04T18:00:00,2018-09-04T17:00:00,0.5,2018-09-04T16:30:00,7.24,,
2018-08-30,2018-09-04T18:00:00,2018-09-04T17:00:00,1,2018-09-04T16:00:00,7.24,7.32,-0.08000000000000007
2018-08-30,2018-09-04T18:00:00,2018-09-04T17:00:00,2,2018-09-04T15:00:00,7.24,7.35,-0.054999999999999716
2018-08-30,2018-09-04T18:00:00,2018-09-04T17:00:00,4,2018-09-04T13:00:00,7.24,7.46,-0.05499999999999994
2018-08-30,2018-09-04T18:00:00,2018-09-04T17:00:00,8,2018-09-04T09:00:00,7.24,7.58,-0.04249999999999998
2018-08-30,2018-09-04T19:00:00,2018-09-04T18:00:00,0.5,2018-09-04T17:30:00,7.2,,
2018-08-30,2018-09-04T19:00:00,2018-09-04T18:00:00,1,2018-09-04T17:00:00,7.2,7.24,-0.040000000000000036
2018-08-30,2018-09-04T19:00:00,2018-09-04T18:00:00,2,2018-09-04T16:00:00,7.2,7.32,-0.06000000000000005
2018-08-30,2018-09-04T19:00:00,2018-09-04T18:00:00,4,2018-09-04T14:00:00,7.2,7.45,-0.0625
2018-08-30,2018-09-04T19:00:00,2018-09-04T18:00:00,8,2018-09-04T10:00:00,7.2,7.59,-0.04874999999999996
2018-08-30,2018-09-04T20:00:00,2018-09-04T19:00:00,0.5,2018-09-04T18:30:00,7.13,,
2018-08-30,2018-09-04T20:00:00,2018-09-04T19:00:00,1,2018-09-04T18:00:00,7.13,7.2,-0.07000000000000028
2018-08-30,2018-09-04T20:00:00,2018-09-04T19:00:00,2,2018-09-04T17:00:00,7.13,7.24,-0.05500000000000016
2018-08-30,2018-09-04T20:00:00,2018-09-04T19:00:00,4,2018-09-04T15:00:00,7.13,7.35,-0.05499999999999994
2018-08-30,2018-09-04T20:00:00,2018-09-04T19:00:00,8,2018-09-04T11:00:00,7.13,7.54,-0.05125000000000002
2018-08-30,2018-09-04T21:00:00,2018-09-04T20:00:00,0.5,2018-09-04T19:30:00,7.07,,
2018-08-30,2018-09-04T21:00:00,2018-09-04T20:00:00,1,2018-09-04T19:00:00,7.07,7.13,-0.05999999999999961
2018-08-30,2018-09-04T21:00:00,2018-09-04T20:00:00,2,2018-09-04T18:00:00,7.07,7.2,-0.06499999999999995
2018-08-30,2018-09-04T21:00:00,2018-09-04T20:00:00,4,2018-09-04T16:00:00,7.07,7.32,-0.0625
2018-08-30,2018-09-04T21:00:00,2018-09-04T20:00:00,8,2018-09-04T12:00:00,7.07,7.5,-0.053749999999999964
2018-08-30,2018-09-04T22:00:00,2018-09-04T21:00:00,0.5,2018-09-04T20:30:00,7.0,,
2018-08-30,2018-09-04T22:00:00,2018-09-04T21:00:00,1,2018-09-04T20:00:00,7.0,7.07,-0.07000000000000028
2018-08-30,2018-09-04T22:00:00,2018-09-04T21:00:00,2,2018-09-04T19:00:00,7.0,7.13,-0.06499999999999995
2018-08-30,2018-09-04T22:00:00,2018-09-04T21:00:00,4,2018-09-04T17:00:00,7.0,7.24,-0.06000000000000005
2018-08-30,2018-09-04T22:00:00,2018-09-04T21:00:00,8,2018-09-04T13:00:00,7.0,7.46,-0.057499999999999996
2018-08-30,2018-09-04T23:00:00,2018-09-04T22:00:00,0.5,2018-09-04T21:30:00,6.91,,
2018-08-30,2018-09-04T23:00:00,2018-09-04T22:00:00,1,2018-09-04T21:00:00,6.91,7.0,-0.08999999999999986
2018-08-30,2018-09-04T23:00:00,2018-09-04T22:00:00,2,2018-09-04T20:00:00,6.91,7.07,-0.08000000000000007
2018-08-30,2018-09-04T23:00:00,2018-09-04T22:00:00,4,2018-09-04T18:00:00,6.91,7.2,-0.07250000000000001
2018-08-30,2018-09-04T23:00:00,2018-09-04T22:00:00,8,2018-09-04T14:00:00,6.91,7.45,-0.0675
2018-08-30,2018-09-05T00:00:00,2018-09-04T23:00:00,0.5,2018-09-04T22:30:00,6.88,,
2018-08-30,2018-09-05T00:00:00,2018-09-04T23:00:00,1,2018-09-04T22:00:00,6.88,6.91,-0.03000000000000025
2018-08-30,2018-09-05T00:00:00,2018-09-04T23:00:00,2,2018-09-04T21:00:00,6.88,7.0,-0.06000000000000005
2018-08-30,2018-09-05T00:00:00,2018-09-04T23:00:00,4,2018-09-04T19:00:00,6.88,7.13,-0.0625
2018-08-30,2018-09-05T00:00:00,2018-09-04T23:00:00,8,2018-09-04T15:00:00,6.88,7.35,-0.05874999999999997
2018-08-30,2018-09-05T01:00:00,2018-09-05T00:00:00,0.5,2018-09-04T23:30:00,6.78,,
2018-08-30,2018-09-05T01:00:00,2018-09-05T00:00:00,1,2018-09-04T23:00:00,6.78,6.88,-0.09999999999999964
2018-08-30,2018-09-05T01:00:00,2018-09-05T00:00:00,2,2018-09-04T22:00:00,6.78,6.91,-0.06499999999999995
2018-08-30,2018-09-05T01:00:00,2018-09-05T00:00:00,4,2018-09-04T20:00:00,6.78,7.07,-0.07250000000000001
2018-08-30,2018-09-05T01:00:00,2018-09-05T00:00:00,8,2018-09-04T16:00:00,6.78,7.32,-0.0675
2018-08-30,2018-09-05T02:00:00,2018-09-05T01:00:00,0.5,2018-09-05T00:30:00,6.73,,
2018-08-30,2018-09-05T02:00:00,2018-09-05T01:00:00,1,2018-09-05T00:00:00,6.73,6.78,-0.04999999999999982
2018-08-30,2018-09-05T02:00:00,2018-09-05T01:00:00,2,2018-09-04T23:00:00,6.73,6.88,-0.07499999999999973
2018-08-30,2018-09-05T02:00:00,2018-09-05T01:00:00,4,2018-09-04T21:00:00,6.73,7.0,-0.0674999999999999
2018-08-30,2018-09-05T02:00:00,2018-09-05T01:00:00,8,2018-09-04T17:00:00,6.73,7.24,-0.06374999999999997
2018-08-30,2018-09-05T03:00:00,2018-09-05T02:00:00,0.5,2018-09-05T01:30:00,6.67,,
2018-08-30,2018-09-05T03:00:00,2018-09-05T02:00:00,1,2018-09-05T01:00:00,6.67,6.73,-0.0600000000000005
2018-08-30,2018-09-05T03:00:00,2018-09-05T02:00:00,2,2018-09-05T00:00:00,6.67,6.78,-0.05500000000000016
2018-08-30,2018-09-05T03:00:00,2018-09-05T02:00:00,4,2018-09-04T22:00:00,6.67,6.91,-0.06000000000000005
2018-08-30,2018-09-05T03:00:00,2018-09-05T02:00:00,8,2018-09-04T18:00:00,6.67,7.2,-0.06625000000000003
2018-08-30,2018-09-05T04:00:00,2018-09-05T03:00:00,0.5,2018-09-05T02:30:00,6.62,,
2018-08-30,2018-09-05T04:00:00,2018-09-05T03:00:00,1,2018-09-05T02:00:00,6.62,6.67,-0.04999999999999982
2018-08-30,2018-09-05T04:00:00,2018-09-05T03:00:00,2,2018-09-05T01:00:00,6.62,6.73,-0.05500000000000016
2018-08-30,2018-09-05T04:00:00,2018-09-05T03:00:00,4,2018-09-04T23:00:00,6.62,6.88,-0.06499999999999995
2018-08-30,2018-09-05T04:00:00,2018-09-05T03:00:00,8,2018-09-04T19:00:00,6.62,7.13,-0.06374999999999997
2018-08-30,2018-09-05T05:00:00,2018-09-05T04:00:00,0.5,2018-09-05T03:30:00,6.53,,
2018-08-30,2018-09-05T05:00:00,2018-09-05T04:00:00,1,2018-09-05T03:00:00,6.53,6.62,-0.08999999999999986
2018-08-30,2018-09-05T05:00:00,2018-09-05T04:00:00,2,2018-09-05T02:00:00,6.53,6.67,-0.06999999999999984
2018-08-30,2018-09-05T05:00:00,2018-09-05T04:00:00,4,2018-09-05T00:00:00,6.53,6.78,-0.0625
2018-08-30,2018-09-05T05:00:00,2018-09-05T04:00:00,8,2018-09-04T20:00:00,6.53,7.07,-0.0675
2018-08-30,2018-09-05T06:00:00,2018-09-05T05:00:00,0.5,2018-09-05T04:30:00,6.5,,
2018-08-30,2018-09-05T06:00:00,2018-09-05T05:00:00,1,2018-09-05T04:00:00,6.5,6.53,-0.03000000000000025
2018-08-30,2018-09-05T06:00:00,2018-09-05T05:00:00,2,2018-09-05T03:00:00,6.5,6.62,-0.06000000000000005
2018-08-30,2018-09-05T06:00:00,2018-09-05T05:00:00,4,2018-09-05T01:00:00,6.5,6.73,-0.05750000000000011
2018-08-30,2018-09-05T06:00:00,2018-09-05T05:00:00,8,2018-09-04T21:00:00,6.5,7.0,-0.0625
2018-08-30,2018-09-05T07:00:00,2018-09-05T06:00:00,0.5,2018-09-05T05:30:00,6.45,,
2018-08-30,2018-09-05T07:00:00,2018-09-05T06:00:00,1,2018-09-05T05:00:00,6.45,6.5,-0.04999999999999982
2018-08-30,2018-09-05T07:00:00,2018-09-05T06:00:00,2,2018-09-05T04:00:00,6.45,6.53,-0.040000000000000036
2018-08-30,2018-09-05T07:00:00,2018-09-05T06:00:00,4,2018-09-05T02:00:00,6.45,6.67,-0.05499999999999994
2018-08-30,2018-09-05T07:00:00,2018-09-05T06:00:00,8,2018-09-04T22:00:00,6.45,6.91,-0.057499999999999996
2018-08-30,2018-09-05T08:00:00,2018-09-05T07:00:00,0.5,2018-09-05T06:30:00,6.38,,
2018-08-30,2018-09-05T08:00:00,2018-09-05T07:00:00,1,2018-09-05T06:00:00,6.38,6.45,-0.07000000000000028
2018-08-30,2018-09-05T08:00:00,2018-09-05T07:00:00,2,2018-09-05T05:00:00,6.38,6.5,-0.06000000000000005
2018-08-30,2018-09-05T08:00:00,2018-09-05T07:00:00,4,2018-09-05T03:00:00,6.38,6.62,-0.06000000000000005
2018-08-30,2018-09-05T08:00:00,2018-09-05T07:00:00,8,2018-09-04T23:00:00,6.38,6.88,-0.0625
2018-08-30,2018-09-05T09:00:00,2018-09-05T08:00:00,0.5,2018-09-05T07:30:00,6.33,,
2018-08-30,2018-09-05T09:00:00,2018-09-05T08:00:00,1,2018-09-05T07:00:00,6.33,6.38,-0.04999999999999982
2018-08-30,2018-09-05T09:00:00,2018-09-05T08:00:00,2,2018-09-05T06:00:00,6.33,6.45,-0.06000000000000005
2018-08-30,2018-09-05T09:00:00,2018-09-05T08:00:00,4,2018-09-05T04:00:00,6.33,6.53,-0.050000000000000044
2018-08-30,2018-09-05T09:00:00,2018-09-05T08:00:00,8,2018-09-05T00:00:00,6.33,6.78,-0.05625000000000002
2018-08-30,2018-09-05T10:00:00,2018-09-05T09:00:00,0.5,2018-09-05T08:30:00,6.27,,
2018-08-30,2018-09-05T10:00:00,2018-09-05T09:00:00,1,2018-09-05T08:00:00,6.27,6.33,-0.0600000000000005
2018-08-30,2018-09-05T10:00:00,2018-09-05T09:00:00,2,2018-09-05T07:00:00,6.27,6.38,-0.05500000000000016
2018-08-30,2018-09-05T10:00:00,2018-09-05T09:00:00,4,2018-09-05T05:00:00,6.27,6.5,-0.05750000000000011
2018-08-30,2018-09-05T10:00:00,2018-09-05T09:00:00,8,2018-09-05T01:00:00,6.27,6.73,-0.05750000000000011
2018-08-30,2018-09-05T11:00:00,2018-09-05T10:00:00,0.5,2018-09-05T09:30:00,6.25,,
2018-08-30,2018-09-05T11:00:00,2018-09-05T10:00:00,1,2018-09-05T09:00:00,6.25,6.27,-0.019999999999999574
2018-08-30,2018-09-05T11:00:00,2018-09-05T10:00:00,2,2018-09-05T08:00:00,6.25,6.33,-0.040000000000000036
2018-08-30,2018-09-05T11:00:00,2018-09-05T10:00:00,4,2018-09-05T06:00:00,6.25,6.45,-0.050000000000000044
2018-08-30,2018-09-05T11:00:00,2018-09-05T10:00:00,8,2018-09-05T02:00:00,6.25,6.67,-0.05249999999999999
2018-08-30,2018-09-05T12:00:00,2018-09-05T11:00:00,0.5,2018-09-05T10:30:00,6.17,,
2018-08-30,2018-09-05T12:00:00,2018-09-05T11:00:00,1,2018-09-05T10:00:00,6.17,6.25,-0.08000000000000007
2018-08-30,2018-09-05T12:00:00,2018-09-05T11:00:00,2,2018-09-05T09:00:00,6.17,6.27,-0.04999999999999982
2018-08-30,2018-09-05T12:00:00,2018-09-05T11:00:00,4,2018-09-05T07:00:00,6.17,6.38,-0.05249999999999999
2018-08-30,2018-09-05T12:00:00,2018-09-05T11:00:00,8,2018-09-05T03:00:00,6.17,6.62,-0.05625000000000002
2018-08-30,2018-09-05T13:00:00,2018-09-05T12:00:00,0.5,2018-09-05T11:30:00,6.14,,
2018-08-30,2018-09-05T13:00:00,2018-09-05T12:00:00,1,2018-09-05T11:00:00,6.14,6.17,-0.03000000000000025
2018-08-30,2018-09-05T13:00:00,2018-09-05T12:00:00,2,2018-09-05T10:00:00,6.14,6.25,-0.05500000000000016
2018-08-30,2018-09-05T13:00:00,2018-09-05T12:00:00,4,2018-09-05T08:00:00,6.14,6.33,-0.0475000000000001
2018-08-30,2018-09-05T13:00:00,2018-09-05T12:00:00,8,2018-09-05T04:00:00,6.14,6.53,-0.04875000000000007
2018-08-30,2018-09-05T14:00:00,2018-09-05T13:00:00,0.5,2018-09-05T12:30:00,6.11,,
2018-08-30,2018-09-05T14:00:00,2018-09-05T13:00:00,1,2018-09-05T12:00:00,6.11,6.14,-0.02999999999999936
2018-08-30,2018-09-05T14:00:00,2018-09-05T13:00:00,2,2018-09-05T11:00:00,6.11,6.17,-0.029999999999999805
2018-08-30,2018-09-05T14:00:00,2018-09-05T13:00:00,4,2018-09-05T09:00:00,6.11,6.27,-0.039999999999999813
2018-08-30,2018-09-05T14:00:00,2018-09-05T13:00:00,8,2018-09-05T05:00:00,6.11,6.5,-0.04874999999999996
2018-08-30,2018-09-05T15:00:00,2018-09-05T14:00:00,0.5,2018-09-05T13:30:00,6.04,,
2018-08-30,2018-09-05T15:00:00,2018-09-05T14:00:00,1,2018-09-05T13:00:00,6.04,6.11,-0.07000000000000028
2018-08-30,2018-09-05T15:00:00,2018-09-05T14:00:00,2,2018-09-05T12:00:00,6.04,6.14,-0.04999999999999982
2018-08-30,2018-09-05T15:00:00,2018-09-05T14:00:00,4,2018-09-05T10:00:00,6.04,6.25,-0.05249999999999999
2018-08-30,2018-09-05T15:00:00,2018-09-05T14:00:00,8,2018-09-05T06:00:00,6.04,6.45,-0.05125000000000002
2018-08-30,2018-09-05T16:00:00,2018-09-05T15:00:00,0.5,2018-09-05T14:30:00,5.97,,
2018-08-30,2018-09-05T16:00:00,2018-09-05T15:00:00,1,2018-09-05T14:00:00,5.97,6.04,-0.07000000000000028
2018-08-30,2018-09-05T16:00:00,2018-09-05T15:00:00,2,2018-09-05T13:00:00,5.97,6.11,-0.07000000000000028
2018-08-30,2018-09-05T16:00:00,2018-09-05T15:00:00,4,2018-09-05T11:00:00,5.97,6.17,-0.050000000000000044
2018-08-30,2018-09-05T16:00:00,2018-09-05T15:00:00,8,2018-09-05T07:00:00,5.97,6.38,-0.05125000000000002
2018-08-30,2018-09-05T17:00:00,2018-09-05T16:00:00,0.5,2018-09-05T15:30:00,5.9,,
2018-08-30,2018-09-05T17:00:00,2018-09-05T16:00:00,1,2018-09-05T15:00:00,5.9,5.97,-0.0699999999999994
2018-08-30,2018-09-05T17:00:00,2018-09-05T16:00:00,2,2018-09-05T14:00:00,5.9,6.04,-0.06999999999999984
2018-08-30,2018-09-05T17:00:00,2018-09-05T16:00:00,4,2018-09-05T12:00:00,5.9,6.14,-0.05999999999999983
2018-08-30,2018-09-05T17:00:00,2018-09-05T16:00:00,8,2018-09-05T08:00:00,5.9,6.33,-0.053749999999999964
2018-08-30,2018-09-05T18:00:00,2018-09-05T17:00:00,0.5,2018-09-05T16:30:00,5.83,,
2018-08-30,2018-09-05T18:00:00,2018-09-05T17:00:00,1,2018-09-05T16:00:00,5.83,5.9,-0.07000000000000028
2018-08-30,2018-09-05T18:00:00,2018-09-05T17:00:00,2,2018-09-05T15:00:00,5.83,5.97,-0.06999999999999984
2018-08-30,2018-09-05T18:00:00,2018-09-05T17:00:00,4,2018-09-05T13:00:00,5.83,6.11,-0.07000000000000006
2018-08-30,2018-09-05T18:00:00,2018-09-05T17:00:00,8,2018-09-05T09:00:00,5.83,6.27,-0.05499999999999994
2018-08-30,2018-09-05T19:00:00,2018-09-05T18:00:00,0.5,2018-09-05T17:30:00,5.76,,
2018-08-30,2018-09-05T19:00:00,2018-09-05T18:00:00,1,2018-09-05T17:00:00,5.76,5.83,-0.07000000000000028
2018-08-30,2018-09-05T19:00:00,2018-09-05T18:00:00,2,2018-09-05T16:00:00,5.76,5.9,-0.07000000000000028
2018-08-30,2018-09-05T19:00:00,2018-09-05T18:00:00,4,2018-09-05T14:00:00,5.76,6.04,-0.07000000000000006
2018-08-30,2018-09-05T19:00:00,2018-09-05T18:00:00,8,2018-09-05T10:00:00,5.76,6.25,-0.06125000000000003
2018-08-30,2018-09-05T20:00:00,2018-09-05T19:00:00,0.5,2018-09-05T18:30:00,5.7,,
2018-08-30,2018-09-05T20:00:00,2018-09-05T19:00:00,1,2018-09-05T18:00:00,5.7,5.76,-0.05999999999999961
2018-08-30,2018-09-05T20:00:00,2018-09-05T19:00:00,2,2018-09-05T17:00:00,5.7,5.83,-0.06499999999999995
2018-08-30,2018-09-05T20:00:00,2018-09-05T19:00:00,4,2018-09-05T15:00:00,5.7,5.97,-0.0674999999999999
2018-08-30,2018-09-05T20:00:00,2018-09-05T19:00:00,8,2018-09-05T11:00:00,5.7,6.17,-0.05874999999999997
2018-08-30,2018-09-05T21:00:00,2018-09-05T20:00:00,0.5,2018-09-05T19:30:00,5.63,,
2018-08-30,2018-09-05T21:00:00,2018-09-05T20:00:00,1,2018-09-05T19:00:00,5.63,5.7,-0.07000000000000028
2018-08-30,2018-09-05T21:00:00,2018-09-05T20:00:00,2,2018-09-05T18:00:00,5.63,5.76,-0.06499999999999995
2018-08-30,2018-09-05T21:00:00,2018-09-05T20:00:00,4,2018-09-05T16:00:00,5.63,5.9,-0.06750000000000012
2018-08-30,2018-09-05T21:00:00,2018-09-05T20:00:00,8,2018-09-05T12:00:00,5.63,6.14,-0.06374999999999997
2018-08-30,2018-09-05T22:00:00,2018-09-05T21:00:00,0.5,2018-09-05T20:30:00,5.57,,
2018-08-30,2018-09-05T22:00:00,2018-09-05T21:00:00,1,2018-09-05T20:00:00,5.57,5.63,-0.05999999999999961
2018-08-30,2018-09-05T22:00:00,2018-09-05T21:00:00,2,2018-09-05T19:00:00,5.57,5.7,-0.06499999999999995
2018-08-30,2018-09-05T22:00:00,2018-09-05T21:00:00,4,2018-09-05T17:00:00,5.57,5.83,-0.06499999999999995
2018-08-30,2018-09-05T22:00:00,2018-09-05T21:00:00,8,2018-09-05T13:00:00,5.57,6.11,-0.0675
2018-08-30,2018-09-05T23:00:00,2018-09-05T22:00:00,0.5,2018-09-05T21:30:00,5.54,,
2018-08-30,2018-09-05T23:00:00,2018-09-05T22:00:00,1,2018-09-05T21:00:00,5.54,5.57,-0.03000000000000025
2018-08-30,2018-09-05T23:00:00,2018-09-05T22:00:00,2,2018-09-05T20:00:00,5.54,5.63,-0.04499999999999993
2018-08-30,2018-09-05T23:00:00,2018-09-05T22:00:00,4,2018-09-05T18:00:00,5.54,5.76,-0.05499999999999994
2018-08-30,2018-09-05T23:00:00,2018-09-05T22:00:00,8,2018-09-05T14:00:00,5.54,6.04,-0.0625
2018-09-30,2018-09-30T00:00:00,2018-09-29T23:00:00,0.5,2018-09-29T22:30:00,,,
2018-09-30,2018-09-30T00:00:00,2018-09-29T23:00:00,1,2018-09-29T22:00:00,,,
2018-09-30,2018-09-30T00:00:00,2018-09-29T23:00:00,2,2018-09-29T21:00:00,,,
2018-09-30,2018-09-30T00:00:00,2018-09-29T23:00:00,4,2018-09-29T19:00:00,,,
2018-09-30,2018-09-30T00:00:00,2018-09-29T23:00:00,8,2018-09-29T15:00:00,,,
2018-09-30,2018-09-30T01:00:00,2018-09-30T00:00:00,0.5,2018-09-29T23:30:00,3.16,,
2018-09-30,2018-09-30T01:00:00,2018-09-30T00:00:00,1,2018-09-29T23:00:00,3.16,,
2018-09-30,2018-09-30T01:00:00,2018-09-30T00:00:00,2,2018-09-29T22:00:00,3.16,,
2018-09-30,2018-09-30T01:00:00,2018-09-30T00:00:00,4,2018-09-29T20:00:00,3.16,,
2018-09-30,2018-09-30T01:00:00,2018-09-30T00:00:00,8,2018-09-29T16:00:00,3.16,,
2018-09-30,2018-09-30T02:00:00,2018-09-30T01:00:00,0.5,2018-09-30T00:30:00,3.17,,
2018-09-30,2018-09-30T02:00:00,2018-09-30T01:00:00,1,2018-09-30T00:00:00,3.17,3.16,0.009999999999999787
2018-09-30,2018-09-30T02:00:00,2018-09-30T01:00:00,2,2018-09-29T23:00:00,3.17,,
2018-09-30,2018-09-30T02:00:00,2018-09-30T01:00:00,4,2018-09-29T21:00:00,3.17,,
2018-09-30,2018-09-30T02:00:00,2018-09-30T01:00:00,8,2018-09-29T17:00:00,3.17,,
2018-09-30,2018-09-30T03:00:00,2018-09-30T02:00:00,0.5,2018-09-30T01:30:00,3.17,,
2018-09-30,2018-09-30T03:00:00,2018-09-30T02:00:00,1,2018-09-30T01:00:00,3.17,3.17,0.0
2018-09-30,2018-09-30T03:00:00,2018-09-30T02:00:00,2,2018-09-30T00:00:00,3.17,3.16,0.004999999999999893
2018-09-30,2018-09-30T03:00:00,2018-09-30T02:00:00,4,2018-09-29T22:00:00,3.17,,
2018-09-30,2018-09-30T03:00:00,2018-09-30T02:00:00,8,2018-09-29T18:00:00,3.17,,
2018-09-30,2018-09-30T04:00:00,2018-09-30T03:00:00,0.5,2018-09-30T02:30:00,3.16,,
2018-09-30,2018-09-30T04:00:00,2018-09-30T03:00:00,1,2018-09-30T02:00:00,3.16,3.17,-0.009999999999999787
2018-09-30,2018-09-30T04:00:00,2018-09-30T03:00:00,2,2018-09-30T01:00:00,3.16,3.17,-0.004999999999999893
2018-09-30,2018-09-30T04:00:00,2018-09-30T03:00:00,4,2018-09-29T23:00:00,3.16,,
2018-09-30,2018-09-30T04:00:00,2018-09-30T03:00:00,8,2018-09-29T19:00:00,3.16,,
2018-09-30,2018-09-30T05:00:00,2018-09-30T04:00:00,0.5,2018-09-30T03:30:00,3.14,,
2018-09-30,2018-09-30T05:00:00,2018-09-30T04:00:00,1,2018-09-30T03:00:00,3.14,3.16,-0.020000000000000018
2018-09-30,2018-09-30T05:00:00,2018-09-30T04:00:00,2,2018-09-30T02:00:00,3.14,3.17,-0.014999999999999902
2018-09-30,2018-09-30T05:00:00,2018-09-30T04:00:00,4,2018-09-30T00:00:00,3.14,3.16,-0.0050000000000000044
2018-09-30,2018-09-30T05:00:00,2018-09-30T04:00:00,8,2018-09-29T20:00:00,3.14,,
2018-09-30,2018-09-30T06:00:00,2018-09-30T05:00:00,0.5,2018-09-30T04:30:00,3.12,,
2018-09-30,2018-09-30T06:00:00,2018-09-30T05:00:00,1,2018-09-30T04:00:00,3.12,3.14,-0.020000000000000018
2018-09-30,2018-09-30T06:00:00,2018-09-30T05:00:00,2,2018-09-30T03:00:00,3.12,3.16,-0.020000000000000018
2018-09-30,2018-09-30T06:00:00,2018-09-30T05:00:00,4,2018-09-30T01:00:00,3.12,3.17,-0.012499999999999956
2018-09-30,2018-09-30T06:00:00,2018-09-30T05:00:00,8,2018-09-29T21:00:00,3.12,,
2018-09-30,2018-09-30T07:00:00,2018-09-30T06:00:00,0.5,2018-09-30T05:30:00,3.11,,
2018-09-30,2018-09-30T07:00:00,2018-09-30T06:00:00,1,2018-09-30T05:00:00,3.11,3.12,-0.010000000000000231
2018-09-30,2018-09-30T07:00:00,2018-09-30T06:00:00,2,2018-09-30T04:00:00,3.11,3.14,-0.015000000000000124
2018-09-30,2018-09-30T07:00:00,2018-09-30T06:00:00,4,2018-09-30T02:00:00,3.11,3.17,-0.015000000000000013
2018-09-30,2018-09-30T07:00:00,2018-09-30T06:00:00,8,2018-09-29T22:00:00,3.11,,
2018-09-30,2018-09-30T08:00:00,2018-09-30T07:00:00,0.5,2018-09-30T06:30:00,3.1,,
2018-09-30,2018-09-30T08:00:00,2018-09-30T07:00:00,1,2018-09-30T06:00:00,3.1,3.11,-0.009999999999999787
2018-09-30,2018-09-30T08:00:00,2018-09-30T07:00:00,2,2018-09-30T05:00:00,3.1,3.12,-0.010000000000000009
2018-09-30,2018-09-30T08:00:00,2018-09-30T07:00:00,4,2018-09-30T03:00:00,3.1,3.16,-0.015000000000000013
2018-09-30,2018-09-30T08:00:00,2018-09-30T07:00:00,8,2018-09-29T23:00:00,3.1,,
2018-09-30,2018-09-30T09:00:00,2018-09-30T08:00:00,0.5,2018-09-30T07:30:00,3.1,,
2018-09-30,2018-09-30T09:00:00,2018-09-30T08:00:00,1,2018-09-30T07:00:00,3.1,3.1,0.0
2018-09-30,2018-09-30T09:00:00,2018-09-30T08:00:00,2,2018-09-30T06:00:00,3.1,3.11,-0.004999999999999893
2018-09-30,2018-09-30T09:00:00,2018-09-30T08:00:00,4,2018-09-30T04:00:00,3.1,3.14,-0.010000000000000009
