phase,profile,horizon_h,population,subset,reference,relation,observed_targets,pairs,failures,reference_hits,weighted_hits,hits_delta,reference_mae_m,weighted_mae_m,mae_m_delta,reference_bias_m,weighted_bias_m,bias_m_delta,reference_p98_abs_m,weighted_p98_abs_m,p98_abs_m_delta,reference_max_abs_m,weighted_max_abs_m,max_abs_m_delta
validation,B,3,complete24,level_ge_7m,profile_A_control,cross_profile,28,28,0,22,23,1,0.359101069609285,0.27351311983845095,-0.08558794977083406,-0.004511823148105006,-0.024026969404699665,-0.01951514625659466,1.2144630355129273,0.8719413994300126,-0.34252163608291475,1.316950523600525,1.0496531692370592,-0.2672973543634658
validation,B,3,complete24,level_ge_7m,profile_B_control,matching_profile,28,28,0,25,23,-2,0.2189182435827352,0.27351311983845095,0.05459487625571574,-0.02446738052047007,-0.024026969404699665,0.00044041111577040534,0.7502084398720349,0.8719413994300126,0.1217329595579777,0.8606432989096868,1.0496531692370592,0.18900987032737238
validation,B,3,missing24,all,mixed_profile_candidate,primary_weight_9m,607,579,28,558,556,-2,0.09947884358188648,0.10357579916180507,0.004096955579918585,-0.011189127451480898,-0.0103857720712494,0.0008033553802314977,0.5992218630156413,0.6027119884712496,0.0034901254556083394,1.0550665166953128,1.0381915779832052,-0.016874938712107657
validation,B,3,missing24,all,profile_A_control,cross_profile,607,579,28,549,556,7,0.13120606188438869,0.10357579916180507,-0.02763026272258362,-0.008040517021074124,-0.0103857720712494,-0.0023452550501752763,0.6927436616615238,0.6027119884712496,-0.09003167319027416,1.1896445041592765,1.0381915779832052,-0.1514529261760713
validation,B,3,missing24,all,profile_B_control,matching_profile,607,579,28,565,556,-9,0.08938428668179516,0.10357579916180507,0.01419151248000991,-0.007983808963274334,-0.0103857720712494,-0.0024019631079750664,0.5396384052497842,0.6027119884712496,0.06307358322146539,0.9149301076380412,1.0381915779832052,0.12326147034516399
validation,B,3,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,0,0,0,0,0,0,,,,,,,,,,,,
validation,B,3,missing24,level_ge_7m,profile_A_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,B,3,missing24,level_ge_7m,profile_B_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,B,4,full_schedule,all,mixed_profile_candidate,primary_weight_9m,6514,6484,30,6424,6436,12,0.07058492273375583,0.06659988722440109,-0.003985035509354737,-0.007347919025123069,-0.005620180157597298,0.0017277388675257712,0.36930123314032104,0.3464765453262255,-0.022824687814095523,1.4569632485693784,1.3784343723366295,-0.07852887623274896
validation,B,4,full_schedule,all,profile_A_control,cross_profile,6514,6484,30,6365,6436,71,0.08368199827537127,0.06659988722440109,-0.017082111050970183,-0.006465809488728326,-0.005620180157597298,0.0008456293311310285,0.4822710858002227,0.3464765453262255,-0.1357945404739972,1.5574574463242872,1.3784343723366295,-0.1790230739876577
validation,B,4,full_schedule,all,profile_B_control,matching_profile,6514,6484,30,6440,6436,-4,0.0668996538143383,0.06659988722440109,-0.0002997665899372032,-0.0035247681639963336,-0.005620180157597298,-0.0020954119936009642,0.34573288591344836,0.3464765453262255,0.0007436594127771534,1.3381390558773205,1.3784343723366295,0.04029531645930895
validation,B,4,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,28,28,0,23,23,0,0.2855828888341062,0.2673879015781298,-0.018194987255976403,-0.10408582531324782,-0.043656464081330296,0.06042936123191753,1.0242413075700136,1.0392374466030174,0.014996139033003786,1.0752953783696508,1.1217074269289995,0.04641204855934866
