phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,all_paired_hq,1763175600.0,304.4,2.62,2.559657554040428
validation,all_paired_hq,1763179200.0,352.7,2.84,2.766562701462991
validation,all_paired_hq,1763182800.0,387.2,2.99,2.9081079294061234
validation,all_paired_hq,1763186400.0,413.5,3.09,3.012964162376462
validation,all_paired_hq,1763190000.0,421.7,3.12,3.0451595956630433
validation,all_paired_hq,1763193600.0,421.7,3.12,3.0451595956630433
validation,all_paired_hq,1763197200.0,408.0,3.07,2.9912402543082215
validation,all_paired_hq,1763200800.0,382.5,2.97,2.889101589109767
validation,all_paired_hq,1763204400.0,352.7,2.84,2.766562701462991
validation,all_paired_hq,1763208000.0,323.9,2.71,2.6445241503754784
validation,all_paired_hq,1763211600.0,298.1,2.59,2.5318222894824323
validation,all_paired_hq,1763215200.0,277.2,2.49,2.4379154867733552
validation,all_paired_hq,1763218800.0,254.80000000000004,2.38,2.334377437530299
validation,all_paired_hq,1763222400.0,233.2,2.27,2.2313706255299888
validation,all_paired_hq,1763226000.0,210.5,2.15,2.1193229607060866
validation,all_paired_hq,1763229600.0,186.8,2.02,1.9975640515339084
validation,all_paired_hq,1763233200.0,167.7,1.91,1.8953153389058943
validation,all_paired_hq,1763236800.0,152.6,1.82,1.8114649786078416
validation,all_paired_hq,1763240400.0,142.8,1.76,1.755435088928206
validation,all_paired_hq,1763244000.0,136.4,1.72,1.7180921641942397
validation,all_paired_hq,1763247600.0,133.3,1.7,1.699776987483238
validation,all_paired_hq,1763251200.0,136.4,1.72,1.7180921641942397
validation,all_paired_hq,1763254800.0,178.0,1.97,1.9509488343303312
validation,all_paired_hq,1763258400.0,300.2,2.6,2.5411241306808408
validation,all_paired_hq,1763262000.0,408.0,3.07,2.9912402543082215
validation,all_paired_hq,1763265600.0,475.1,3.31,3.249555540674095
validation,all_paired_hq,1763269200.0,504.09999999999997,3.41,3.357061598927758
validation,all_paired_hq,1763272800.0,513.0,3.44,3.389602856861991
validation,all_paired_hq,1763276400.0,504.09999999999997,3.41,3.357061598927758
validation,all_paired_hq,1763280000.0,486.6,3.35,3.2924635011600913
validation,all_paired_hq,1763283600.0,463.6,3.27,3.2062704247103095
validation,all_paired_hq,1763287200.0,441.1,3.19,3.1204418066852684
validation,all_paired_hq,1763290800.0,424.4,3.13,3.055710881474311
validation,all_paired_hq,1763294400.0,410.8,3.08,3.0023128381635624
validation,all_paired_hq,1763298000.0,402.6,3.05,2.9698080861956813
validation,all_paired_hq,1763301600.0,387.2,2.99,2.9081079294061234
validation,all_paired_hq,1763305200.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1763308800.0,310.9,2.65,2.588159054387189
validation,all_paired_hq,1763312400.0,269.0,2.45,2.4003771550424724
validation,all_paired_hq,1763316000.0,231.3,2.26,2.222148200235662
validation,all_paired_hq,1763319600.0,199.4,2.09,2.0629497508654304
validation,all_paired_hq,1763323200.0,174.5,1.95,1.9321781209256086
validation,all_paired_hq,1763326800.0,157.5,1.85,1.8389904507554997
validation,all_paired_hq,1763330400.0,147.6,1.79,1.783046310049291
validation,all_paired_hq,1763334000.0,139.6,1.74,1.7368409966755467
validation,all_paired_hq,1763337600.0,130.1,1.68,1.6807087350658128
validation,all_paired_hq,1763341200.0,125.5,1.65,1.6529982271745318
validation,all_paired_hq,1763344800.0,120.9,1.62,1.6249179995547485
validation,all_paired_hq,1763348400.0,120.9,1.62,1.6249179995547485
validation,all_paired_hq,1763352000.0,155.9,1.84,1.83003703444731
validation,all_paired_hq,1763355600.0,248.9,2.35,2.3065657241960826
validation,all_paired_hq,1763359200.0,330.5,2.74,2.672826683377331
validation,all_paired_hq,1763362800.0,377.9,2.95,2.8704177126332664
validation,all_paired_hq,1763366400.0,410.8,3.08,3.0023128381635624
validation,all_paired_hq,1763370000.0,441.1,3.19,3.1204418066852684
validation,all_paired_hq,1763373600.0,469.3,3.29,3.2277727121627677
validation,all_paired_hq,1763377200.0,486.6,3.35,3.2924635011600913
validation,all_paired_hq,1763380800.0,492.4,3.37,3.313964814946775
validation,all_paired_hq,1763384400.0,486.6,3.35,3.2924635011600913
validation,all_paired_hq,1763388000.0,480.8,3.33,3.270869336288369
validation,all_paired_hq,1763391600.0,475.1,3.31,3.249555540674095
validation,all_paired_hq,1763395200.0,469.3,3.29,3.2277727121627677
validation,all_paired_hq,1763398800.0,466.5,3.28,3.217222054441663
validation,all_paired_hq,1763402400.0,460.8,3.26,3.195672913449555
validation,all_paired_hq,1763406000.0,455.1,3.24,3.174027190776104
validation,all_paired_hq,1763409600.0,455.1,3.24,3.174027190776104
validation,all_paired_hq,1763413200.0,455.1,3.24,3.174027190776104
validation,all_paired_hq,1763416800.0,455.1,3.24,3.174027190776104
validation,all_paired_hq,1763420400.0,455.1,3.24,3.174027190776104
validation,all_paired_hq,1763424000.0,443.9,3.2,3.131207510876706
validation,all_paired_hq,1763427600.0,430.0,3.15,3.077517995203999
validation,all_paired_hq,1763431200.0,410.8,3.08,3.0023128381635624
validation,all_paired_hq,1763434800.0,396.6,3.03,2.9458722995370485
validation,all_paired_hq,1763438400.0,396.6,3.03,2.9458722995370485
validation,all_paired_hq,1763442000.0,408.0,3.07,2.9912402543082215
validation,all_paired_hq,1763445600.0,421.7,3.12,3.0451595956630433
validation,all_paired_hq,1763449200.0,427.2,3.14,3.066627356073919
validation,all_paired_hq,1763452800.0,424.4,3.13,3.055710881474311
validation,all_paired_hq,1763456400.0,413.5,3.09,3.012964162376462
validation,all_paired_hq,1763460000.0,402.6,3.05,2.9698080861956813
validation,all_paired_hq,1763463600.0,389.5,3.0,2.917378491752761
validation,all_paired_hq,1763467200.0,371.0,2.92,2.8422369639231673
validation,all_paired_hq,1763470800.0,348.2,2.82,2.7477386035255775
validation,all_paired_hq,1763474400.0,326.1,2.72,2.653981294975385
validation,all_paired_hq,1763478000.0,308.7,2.64,2.578536726738975
validation,all_paired_hq,1763481600.0,298.1,2.59,2.5318222894824323
validation,all_paired_hq,1763485200.0,293.8,2.57,2.5127014037942303
validation,all_paired_hq,1763488800.0,291.7,2.56,2.5033265552358763
validation,all_paired_hq,1763492400.0,293.8,2.57,2.5127014037942303
validation,all_paired_hq,1763496000.0,293.8,2.57,2.5127014037942303
validation,all_paired_hq,1763499600.0,291.7,2.56,2.5033265552358763
validation,all_paired_hq,1763503200.0,287.5,2.54,2.484503324698144
validation,all_paired_hq,1763506800.0,283.4,2.52,2.46603213755999
validation,all_paired_hq,1763510400.0,277.2,2.49,2.4379154867733552
validation,all_paired_hq,1763514000.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1763517600.0,271.0,2.46,2.40957054967999
validation,all_paired_hq,1763521200.0,275.1,2.48,2.4283406976807944
validation,all_paired_hq,1763524800.0,287.5,2.54,2.484503324698144
validation,all_paired_hq,1763528400.0,310.9,2.65,2.588159054387189
validation,all_paired_hq,1763532000.0,332.7,2.75,2.6822153437454483
validation,all_paired_hq,1763535600.0,346.0,2.81,2.7385037238173138
validation,all_paired_hq,1763539200.0,348.2,2.82,2.7477386035255775
validation,all_paired_hq,1763542800.0,339.3,2.78,2.710247621218386
validation,all_paired_hq,1763546400.0,317.3,2.68,2.616012344766634
validation,all_paired_hq,1763550000.0,289.6,2.55,2.4939272760437596
validation,all_paired_hq,1763553600.0,260.9,2.41,2.362888222839101
validation,all_paired_hq,1763557200.0,237.1,2.29,2.250216215819467
validation,all_paired_hq,1763560800.0,219.8,2.2,2.1657314897168645
validation,all_paired_hq,1763564400.0,204.9,2.12,2.0910204124692227
validation,all_paired_hq,1763568000.0,197.6,2.08,2.0537024007508364
validation,all_paired_hq,1763571600.0,190.4,2.04,2.0164041032859403
validation,all_paired_hq,1763575200.0,179.8,1.98,1.9605503460825182
validation,all_paired_hq,1763578800.0,167.7,1.91,1.8953153389058943
validation,all_paired_hq,1763582400.0,154.2,1.83,1.8204875529146751
validation,all_paired_hq,1763586000.0,144.4,1.77,1.764675586792673
validation,all_paired_hq,1763589600.0,138.0,1.73,1.7274862268762972
validation,all_paired_hq,1763593200.0,133.3,1.7,1.699776987483238
validation,all_paired_hq,1763596800.0,130.1,1.68,1.6807087350658128
validation,all_paired_hq,1763600400.0,127.0,1.66,1.6620739960997724
validation,all_paired_hq,1763604000.0,122.5,1.63,1.6347281386582693
validation,all_paired_hq,1763607600.0,120.9,1.62,1.6249179995547485
validation,all_paired_hq,1763611200.0,133.3,1.7,1.699776987483238
validation,all_paired_hq,1763614800.0,186.8,2.02,1.9975640515339084
validation,all_paired_hq,1763618400.0,260.9,2.41,2.362888222839101
validation,all_paired_hq,1763622000.0,310.9,2.65,2.588159054387189
validation,all_paired_hq,1763625600.0,337.1,2.77,2.700925613947204
validation,all_paired_hq,1763629200.0,339.3,2.78,2.710247621218386
validation,all_paired_hq,1763632800.0,321.7,2.7,2.6350437555633315
validation,all_paired_hq,1763636400.0,293.8,2.57,2.5127014037942303
validation,all_paired_hq,1763640000.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1763643600.0,258.8,2.4,2.3531005112122703
validation,all_paired_hq,1763647200.0,254.80000000000004,2.38,2.334377437530299
validation,all_paired_hq,1763650800.0,252.8,2.37,2.324976082288244
validation,all_paired_hq,1763654400.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1763658000.0,219.8,2.2,2.1657314897168645
validation,all_paired_hq,1763661600.0,194.0,2.06,2.0351158089592487
validation,all_paired_hq,1763665200.0,171.1,1.93,1.9138129373593813
validation,all_paired_hq,1763668800.0,150.9,1.81,1.8018409382594351
validation,all_paired_hq,1763672400.0,134.8,1.71,1.7086581797306628
validation,all_paired_hq,1763676000.0,124.0,1.64,1.643883157602311
validation,all_paired_hq,1763679600.0,115.0,1.58,1.588329736663836
validation,all_paired_hq,1763683200.0,110.5,1.55,1.559965374435426
validation,all_paired_hq,1763686800.0,106.2,1.52,1.5324688106854498
validation,all_paired_hq,1763690400.0,104.8,1.51,1.5234300159588114
validation,all_paired_hq,1763694000.0,106.2,1.52,1.5324688106854498
validation,all_paired_hq,1763697600.0,134.8,1.71,1.7086581797306628
validation,all_paired_hq,1763701200.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1763704800.0,281.3,2.51,2.456533894811399
validation,all_paired_hq,1763708400.0,315.2,2.67,2.6068955638254665
validation,all_paired_hq,1763712000.0,332.7,2.75,2.6822153437454483
validation,all_paired_hq,1763715600.0,337.1,2.77,2.700925613947204
validation,all_paired_hq,1763719200.0,321.7,2.7,2.6350437555633315
validation,all_paired_hq,1763722800.0,291.7,2.56,2.5033265552358763
validation,all_paired_hq,1763726400.0,258.8,2.4,2.3531005112122703
validation,all_paired_hq,1763730000.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1763733600.0,201.3,2.1,2.0726781640794467
validation,all_paired_hq,1763737200.0,179.8,1.98,1.9605503460825182
validation,all_paired_hq,1763740800.0,164.3,1.89,1.8766816565074427
validation,all_paired_hq,1763744400.0,155.9,1.84,1.83003703444731
validation,all_paired_hq,1763748000.0,149.3,1.8,1.7927471500946746
validation,all_paired_hq,1763751600.0,142.8,1.76,1.755435088928206
validation,all_paired_hq,1763755200.0,134.8,1.71,1.7086581797306628
validation,all_paired_hq,1763758800.0,125.5,1.65,1.6529982271745318
validation,all_paired_hq,1763762400.0,115.0,1.58,1.588329736663836
validation,all_paired_hq,1763766000.0,106.2,1.52,1.5324688106854498
validation,all_paired_hq,1763769600.0,99.1,1.47,1.4861687570973925
validation,all_paired_hq,1763773200.0,90.8,1.41,1.430492656012109
validation,all_paired_hq,1763776800.0,86.8,1.38,1.4030064965596993
validation,all_paired_hq,1763780400.0,89.5,1.4,1.4216085788397341
validation,all_paired_hq,1763784000.0,109.1,1.54,1.5510561831709888
validation,all_paired_hq,1763787600.0,149.3,1.8,1.7927471500946746
validation,all_paired_hq,1763791200.0,186.8,2.02,1.9975640515339084
validation,all_paired_hq,1763794800.0,210.5,2.15,2.1193229607060866
validation,all_paired_hq,1763798400.0,221.7,2.21,2.1751247914345995
validation,all_paired_hq,1763802000.0,225.5,2.23,2.1938245581282945
validation,all_paired_hq,1763805600.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1763809200.0,225.5,2.23,2.1938245581282945
validation,all_paired_hq,1763812800.0,223.6,2.22,2.1844890356841007
validation,all_paired_hq,1763816400.0,223.6,2.22,2.1844890356841007
validation,all_paired_hq,1763820000.0,223.6,2.22,2.1844890356841007
validation,all_paired_hq,1763823600.0,223.6,2.22,2.1844890356841007
validation,all_paired_hq,1763827200.0,221.7,2.21,2.1751247914345995
validation,all_paired_hq,1763830800.0,218.0,2.19,2.1568054582647362
validation,all_paired_hq,1763834400.0,206.8,2.13,2.1006540451140996
validation,all_paired_hq,1763838000.0,188.6,2.03,2.007000328338489
validation,all_paired_hq,1763841600.0,167.7,1.91,1.8953153389058943
validation,all_paired_hq,1763845200.0,146.0,1.78,1.7738791437954151
validation,all_paired_hq,1763848800.0,128.6,1.67,1.6717122084959204
validation,all_paired_hq,1763852400.0,113.5,1.57,1.578920287901571
validation,all_paired_hq,1763856000.0,100.5,1.48,1.4953908814550283
validation,all_paired_hq,1763859600.0,90.8,1.41,1.430492656012109
validation,all_paired_hq,1763863200.0,85.4,1.37,1.3932787075877036
validation,all_paired_hq,1763866800.0,88.1,1.39,1.41198877437353
validation,all_paired_hq,1763870400.0,109.1,1.54,1.5510561831709888
validation,all_paired_hq,1763874000.0,149.3,1.8,1.7927471500946746
validation,all_paired_hq,1763877600.0,188.6,2.03,2.007000328338489
validation,all_paired_hq,1763881200.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1763884800.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1763888400.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1763892000.0,239.0,2.3,2.2593567689238307
validation,all_paired_hq,1763895600.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1763899200.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1763902800.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1763906400.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1763910000.0,239.0,2.3,2.2593567689238307
validation,all_paired_hq,1763913600.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1763917200.0,225.5,2.23,2.1938245581282945
validation,all_paired_hq,1763920800.0,206.8,2.13,2.1006540451140996
validation,all_paired_hq,1763924400.0,185.1,2.01,1.9886217839633475
validation,all_paired_hq,1763928000.0,160.9,1.87,1.857908041096239
validation,all_paired_hq,1763931600.0,139.6,1.74,1.7368409966755467
validation,all_paired_hq,1763935200.0,120.9,1.62,1.6249179995547485
validation,all_paired_hq,1763938800.0,106.2,1.52,1.5324688106854498
validation,all_paired_hq,1763942400.0,92.2,1.42,1.4400088562860134
validation,all_paired_hq,1763946000.0,81.5,1.34,1.365870796321043
validation,all_paired_hq,1763949600.0,72.6,1.27,1.3014793102584032
validation,all_paired_hq,1763953200.0,65.2,1.21,1.2457342384388388
validation,all_paired_hq,1763956800.0,59.3,1.16,1.1996301729806786
validation,all_paired_hq,1763960400.0,54.8,1.12,1.163341560648917
validation,all_paired_hq,1763964000.0,53.7,1.11,1.1543092298646174
validation,all_paired_hq,1763967600.0,65.2,1.21,1.2457342384388388
validation,all_paired_hq,1763971200.0,104.8,1.51,1.5234300159588114
validation,all_paired_hq,1763974800.0,149.3,1.8,1.7927471500946746
validation,all_paired_hq,1763978400.0,183.3,2.0,1.9791210774248726
validation,all_paired_hq,1763982000.0,203.1,2.11,2.081863980223349
validation,all_paired_hq,1763985600.0,216.1,2.18,2.147354581568305
validation,all_paired_hq,1763989200.0,223.6,2.22,2.1844890356841007
validation,all_paired_hq,1763992800.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1763996400.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1764000000.0,221.7,2.21,2.1751247914345995
validation,all_paired_hq,1764003600.0,208.6,2.14,2.1097511711410197
validation,all_paired_hq,1764007200.0,194.0,2.06,2.0351158089592487
validation,all_paired_hq,1764010800.0,179.8,1.98,1.9605503460825182
validation,all_paired_hq,1764014400.0,169.4,1.92,1.9045809152334008
validation,all_paired_hq,1764018000.0,162.6,1.88,1.8673125883699122
validation,all_paired_hq,1764021600.0,157.5,1.85,1.8389904507554997
validation,all_paired_hq,1764025200.0,152.6,1.82,1.8114649786078416
validation,all_paired_hq,1764028800.0,142.8,1.76,1.755435088928206
validation,all_paired_hq,1764032400.0,131.7,1.69,1.690263798297787
validation,all_paired_hq,1764036000.0,119.4,1.61,1.6156782811737758
validation,all_paired_hq,1764039600.0,109.1,1.54,1.5510561831709888
validation,all_paired_hq,1764043200.0,99.1,1.47,1.4861687570973925
validation,all_paired_hq,1764046800.0,90.8,1.41,1.430492656012109
validation,all_paired_hq,1764050400.0,84.1,1.36,1.384194011815017
validation,all_paired_hq,1764054000.0,80.2,1.33,1.3566300524215884
validation,all_paired_hq,1764057600.0,84.1,1.36,1.384194011815017
validation,all_paired_hq,1764061200.0,103.3,1.5,1.5136970136093426
validation,all_paired_hq,1764064800.0,134.8,1.71,1.7086581797306628
validation,all_paired_hq,1764068400.0,154.2,1.83,1.8204875529146751
validation,all_paired_hq,1764072000.0,162.6,1.88,1.8673125883699122
validation,all_paired_hq,1764075600.0,160.9,1.87,1.857908041096239
validation,all_paired_hq,1764079200.0,157.5,1.85,1.8389904507554997
validation,all_paired_hq,1764082800.0,155.9,1.84,1.83003703444731
validation,all_paired_hq,1764086400.0,154.2,1.83,1.8204875529146751
