phase,profile,horizon_h,family,subset,partition,category,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,observed_hit_fraction,sum_abs_error_m,sum_error_m,mae_m,bias_m,max_abs_m,under_by_more_than_0_5m,over_by_more_than_0_5m
validation,B,3,mixed_profile_candidate,level_ge_7m,future_response,falling,6,0,6,6,0,6,1.0,0.6702705029687763,0.3794936278829919,0.11171175049479605,0.06324893798049865,0.3318366386238374,0,0
validation,B,3,mixed_profile_candidate,level_ge_7m,future_response,stable,17,0,17,17,0,15,0.8823529411764706,3.6108650418790234,0.36127164032878767,0.21240382599288374,0.02125127296051692,0.6805080202401399,0,2
validation,B,3,mixed_profile_candidate,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.3318366386238374,0.3318366386238374,0.3318366386238374,0.3318366386238374,0.3318366386238374,0,0
validation,B,3,mixed_profile_candidate,level_ge_7m,training_response_support,within,27,0,27,27,0,22,0.8148148148148148,7.253133963183806,-2.4479077477350843,0.26863459122902983,-0.09066324991611424,1.1558051085951035,3,2
validation,B,3,mixed_profile_candidate,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,level_ge_7m,known_trend,rising,10,2,8,8,0,5,0.625,3.2451606014718504,0.8001775292177786,0.4056450751839813,0.10002219115222233,0.8195825645314265,1,2
validation,B,3,age_mixed_candidate,level_ge_7m,known_trend,falling,10,4,6,6,0,5,0.8333333333333334,1.2663211328234336,-0.13617762913980513,0.21105352213723894,-0.022696271523300855,0.651375902315694,1,0
validation,B,3,age_mixed_candidate,level_ge_7m,known_trend,stable,40,26,14,14,0,13,0.9285714285714286,3.311917813849477,-1.630621808641206,0.2365655581321055,-0.11647298633151472,1.2124629740573232,1,0
validation,B,3,age_mixed_candidate,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,level_ge_7m,future_response,rising,5,0,5,5,0,2,0.4,3.37235111157283,-2.800309713427276,0.674470222314566,-0.5600619426854552,1.2124629740573232,3,0
validation,B,3,age_mixed_candidate,level_ge_7m,future_response,falling,6,0,6,6,0,6,1.0,0.7196029642879243,0.6198560069560735,0.1199338273813207,0.10330933449267891,0.3726495595359669,0,0
validation,B,3,age_mixed_candidate,level_ge_7m,future_response,stable,17,0,17,17,0,15,0.8823529411764706,3.7314454722840065,1.2138317979079698,0.2194967924872945,0.0714018704651747,0.7327312862400959,0,2
validation,B,3,age_mixed_candidate,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.3726495595359669,0.3726495595359669,0.3726495595359669,0.3726495595359669,0.3726495595359669,0,0
validation,B,3,age_mixed_candidate,level_ge_7m,training_response_support,within,27,0,27,27,0,22,0.8148148148148148,7.450749988608794,-1.3392714680991995,0.2759537032818072,-0.04960264696663702,1.2124629740573232,3,2
validation,B,3,age_mixed_candidate,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,all,known_trend,rising,653,4,649,649,0,612,0.9429892141756548,114.50270060764238,68.60346611757957,0.1764294308284166,0.10570641928748778,1.5574574463242872,14,23
validation,B,4,profile_A_control,all,known_trend,falling,513,6,507,507,0,481,0.9487179487179487,65.89657709143128,-31.523262991209187,0.1299735248351702,-0.06217606112664534,1.4632005069685976,26,0
validation,B,4,profile_A_control,all,known_trend,stable,5323,24,5299,5299,0,5248,0.9903755425551991,356.9134499033759,-77.31603497443106,0.06735486882494356,-0.01459068408651275,1.1455000285291224,47,4
validation,B,4,profile_A_control,all,known_trend,unknown,59,0,59,29,30,24,0.4067796610169492,5.2813492150578405,-1.6884768768537932,0.18211549017440828,-0.05822334058116528,0.8695906869056618,4,1
validation,B,4,profile_A_control,all,future_response,rising,566,0,566,566,0,477,0.842756183745583,145.20019208973457,-101.53188140899042,0.2565374418546547,-0.1793849494858488,1.4632005069685976,84,5
validation,B,4,profile_A_control,all,future_response,falling,343,0,343,343,0,340,0.9912536443148688,43.96653120212311,36.04550201627394,0.12818230671172917,0.10508892716114852,0.628300778965166,0,3
validation,B,4,profile_A_control,all,future_response,stable,5575,0,5575,5575,0,5548,0.9951569506726458,353.4273535256497,23.56207066780201,0.06339504099114793,0.00422638038884341,1.5574574463242872,7,20
validation,B,4,profile_A_control,all,future_response,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,all,training_response_support,below,3,0,3,3,0,3,1.0,1.1471327030732512,1.1471327030732512,0.3823775676910837,0.3823775676910837,0.39899281958363897,0,0
validation,B,4,profile_A_control,all,training_response_support,within,6481,0,6481,6481,0,6362,0.981638636012961,541.4469441144341,-43.07144142798771,0.08354373462651352,-0.00664580179416567,1.5574574463242872,91,28
validation,B,4,profile_A_control,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,all,training_response_support,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,all,known_trend,rising,653,4,649,649,0,630,0.9707241910631741,80.90379060871497,-8.586260201679526,0.12465915348030042,-0.013229984902433784,1.3381390558773205,13,6
validation,B,4,profile_B_control,all,known_trend,falling,513,6,507,507,0,498,0.9822485207100592,50.29070795436885,0.7742774161522843,0.09919271785871568,0.0015271743908329078,1.2437836581608406,8,1
validation,B,4,profile_B_control,all,known_trend,stable,5323,24,5299,5299,0,5285,0.9973579920739762,299.2874957969142,-14.920761595909305,0.05647999543251825,-0.002815769314193113,0.7830768312107788,11,3
validation,B,4,profile_B_control,all,known_trend,unknown,59,0,59,29,30,27,0.4576271186440678,3.295360972171607,-0.12185239391567482,0.11363313697143472,-0.004201806686747408,0.654559291884856,1,1
validation,B,4,profile_B_control,all,future_response,rising,566,0,566,566,0,533,0.941696113074205,97.7166771998692,-51.36539599024324,0.17264430600683603,-0.09075158302163117,1.3381390558773205,30,3
validation,B,4,profile_B_control,all,future_response,falling,343,0,343,343,0,340,0.9912536443148688,24.68329563515656,15.178944835729812,0.07196296103544186,0.044253483486092746,0.7074587443226474,0,3
validation,B,4,profile_B_control,all,future_response,stable,5575,0,5575,5575,0,5567,0.9985650224215247,311.37738249714386,13.331854379161207,0.05585244529096751,0.0023913640141993197,1.077468874311391,3,5
validation,B,4,profile_B_control,all,future_response,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,all,training_response_support,below,3,0,3,3,0,3,1.0,0.8249540859754552,0.8249540859754552,0.27498469532515174,0.27498469532515174,0.2902676323312532,0,0
validation,B,4,profile_B_control,all,training_response_support,within,6481,0,6481,6481,0,6437,0.9932109242400864,432.95240124619414,-23.679550861327684,0.06680333301129365,-0.0036536878354154734,1.3381390558773205,33,11
validation,B,4,profile_B_control,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,all,training_response_support,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,mixed_profile_candidate,all,known_trend,rising,653,4,649,649,0,629,0.9691833590138675,83.79809690100367,4.420291277370502,0.12911879337596868,0.006810926467442992,1.4569632485693784,13,7
validation,B,4,mixed_profile_candidate,all,known_trend,falling,513,6,507,507,0,490,0.9664694280078896,59.68643443492438,-8.634069641411866,0.11772472275133014,-0.017029723158603287,1.254090617011539,16,1
validation,B,4,mixed_profile_candidate,all,known_trend,stable,5323,24,5299,5299,0,5277,0.9958482732591055,310.33548292998194,-42.30216579844475,0.05856491468767351,-0.007983046951961644,1.0752953783696508,16,6
validation,B,4,mixed_profile_candidate,all,known_trend,unknown,59,0,59,29,30,28,0.4745762711864407,3.85262473976281,-1.1279627964118752,0.13284912895733827,-0.0388952688417888,0.7557603760922902,1,0
validation,B,4,mixed_profile_candidate,all,future_response,rising,566,0,566,566,0,524,0.9257950530035336,108.22309606671737,-67.8948740640391,0.19120688351010137,-0.11995560788699487,1.4569632485693784,40,2
validation,B,4,mixed_profile_candidate,all,future_response,falling,343,0,343,343,0,338,0.9854227405247813,34.08306814065227,27.650643089960788,0.09936754559956931,0.08061411979580405,0.7503753462073957,0,5
validation,B,4,mixed_profile_candidate,all,future_response,stable,5575,0,5575,5575,0,5562,0.9976681614349776,315.36647479830316,-7.399675984819659,0.05656797754229653,-0.0013272961407748266,1.2950714678656174,6,7
validation,B,4,mixed_profile_candidate,all,future_response,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,mixed_profile_candidate,all,training_response_support,below,3,0,3,3,0,3,1.0,0.9735404370208265,0.9735404370208265,0.32451347900694216,0.32451347900694216,0.3883752495939703,0,0
validation,B,4,mixed_profile_candidate,all,training_response_support,within,6481,0,6481,6481,0,6421,0.9907421694182996,456.699098568652,-48.6174473959188,0.07046738135606419,-0.007501534855102423,1.4569632485693784,46,14
validation,B,4,mixed_profile_candidate,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,mixed_profile_candidate,all,training_response_support,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,age_mixed_candidate,all,known_trend,rising,653,4,649,649,0,630,0.9707241910631741,80.38730555586741,8.010676715224065,0.12386333675788508,0.012343107419451564,1.487791917859587,13,6
validation,B,4,age_mixed_candidate,all,known_trend,falling,513,6,507,507,0,488,0.9625246548323472,60.0378869147524,-8.557463878249218,0.11841792290878185,-0.016878626978795302,1.2472854331653414,18,1
validation,B,4,age_mixed_candidate,all,known_trend,stable,5323,24,5299,5299,0,5277,0.9958482732591055,299.91477133022636,-40.22100792524826,0.056598371641861926,-0.0075903015522265065,1.1694336419231437,17,5
validation,B,4,age_mixed_candidate,all,known_trend,unknown,59,0,59,29,30,27,0.4576271186440678,3.7405060008562936,-1.2546281362471803,0.12898296554676875,-0.043263039180937254,0.757294134358077,2,0
validation,B,4,age_mixed_candidate,all,future_response,rising,566,0,566,566,0,520,0.9187279151943463,104.99403525305674,-64.10745382991306,0.18550182906900484,-0.1132640527030266,1.487791917859587,44,2
validation,B,4,age_mixed_candidate,all,future_response,falling,343,0,343,343,0,338,0.9854227405247813,33.20248455570589,26.85385239693074,0.09680024651809296,0.07829111485985639,0.7371656016076895,0,5
validation,B,4,age_mixed_candidate,all,future_response,stable,5575,0,5575,5575,0,5564,0.9980269058295964,305.88394999293973,-4.768821791538279,0.054867076231917444,-0.0008553940433252519,1.2570066376280202,6,5
validation,B,4,age_mixed_candidate,all,future_response,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,age_mixed_candidate,all,training_response_support,below,3,0,3,3,0,3,1.0,0.8404071586021864,0.8404071586021864,0.28013571953406213,0.28013571953406213,0.33246475901306205,0,0
validation,B,4,age_mixed_candidate,all,training_response_support,within,6481,0,6481,6481,0,6419,0.9904335750655763,443.24006264310026,-42.862830383122784,0.06839069011620125,-0.0066136136989851544,1.487791917859587,50,12
validation,B,4,age_mixed_candidate,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,age_mixed_candidate,all,training_response_support,unknown,64,34,30,0,30,0,0.0,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,level_ge_7m,known_trend,rising,12,4,8,8,0,4,0.5,4.162196090729415,2.200904406522932,0.5202745113411769,0.2751130508153665,1.1198472526793832,1,3
validation,B,4,profile_A_control,level_ge_7m,known_trend,falling,11,6,5,5,0,4,0.8,1.848625153420394,-0.5835510738138714,0.3697250306840788,-0.11671021476277428,1.1860421389960791,1,0
validation,B,4,profile_A_control,level_ge_7m,known_trend,stable,39,24,15,15,0,14,0.9333333333333333,3.3531116258258793,-0.7529305672928954,0.22354077505505862,-0.05019537115285969,1.1455000285291224,1,0
validation,B,4,profile_A_control,level_ge_7m,known_trend,unknown,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,level_ge_7m,future_response,rising,7,0,7,7,0,3,0.42857142857142855,4.110548936305762,-2.9668515525885075,0.5872212766151089,-0.4238359360840725,1.1860421389960791,3,1
validation,B,4,profile_A_control,level_ge_7m,future_response,falling,7,0,7,7,0,7,1.0,1.028690540314133,0.9685985910720261,0.1469557914734476,0.13837122729600373,0.3838805707755988,0,0
validation,B,4,profile_A_control,level_ge_7m,future_response,stable,14,0,14,14,0,12,0.8571428571428571,4.224693393355793,2.862675726932647,0.30176381381112805,0.2044768376380462,1.1198472526793832,0,2
validation,B,4,profile_A_control,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.3838805707755988,0.3838805707755988,0.3838805707755988,0.3838805707755988,0.3838805707755988,0,0
validation,B,4,profile_A_control,level_ge_7m,training_response_support,within,27,0,27,27,0,21,0.7777777777777778,8.980052299200091,0.4805421946405666,0.33259452960000335,0.017797859060761725,1.1860421389960791,3,3
validation,B,4,profile_A_control,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_A_control,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,level_ge_7m,known_trend,rising,12,4,8,8,0,6,0.75,2.646999589871564,1.7901218877963263,0.3308749487339455,0.2237652359745408,0.709453232387558,0,2
validation,B,4,profile_B_control,level_ge_7m,known_trend,falling,11,6,5,5,0,4,0.8,1.5125686170984007,-0.7365570671886132,0.30251372341968014,-0.14731141343772264,0.9459258404198012,1,0
validation,B,4,profile_B_control,level_ge_7m,known_trend,stable,39,24,15,15,0,14,0.9333333333333333,1.7441572533404948,-0.8518068872208122,0.11627715022269965,-0.05678712581472081,0.6372303691373506,1,0
validation,B,4,profile_B_control,level_ge_7m,known_trend,unknown,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,level_ge_7m,future_response,rising,7,0,7,7,0,4,0.5714285714285714,2.7401844905793515,-1.362546704494366,0.39145492722562164,-0.19464952921348086,0.9459258404198012,2,1
validation,B,4,profile_B_control,level_ge_7m,future_response,falling,7,0,7,7,0,7,1.0,0.6872698817889953,0.23151453650976617,0.09818141168414218,0.03307350521568088,0.2592194592347177,0,0
validation,B,4,profile_B_control,level_ge_7m,future_response,stable,14,0,14,14,0,13,0.9285714285714286,2.476271087942113,1.3327901013715007,0.1768765062815795,0.09519929295510719,0.709453232387558,0,1
validation,B,4,profile_B_control,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.2592194592347177,0.2592194592347177,0.2592194592347177,0.2592194592347177,0.2592194592347177,0,0
validation,B,4,profile_B_control,level_ge_7m,training_response_support,within,27,0,27,27,0,23,0.8518518518518519,5.644506001075742,-0.05746152584781683,0.20905577781762008,-0.002128204661030253,0.9459258404198012,2,2
validation,B,4,profile_B_control,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,profile_B_control,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,mixed_profile_candidate,level_ge_7m,known_trend,rising,12,4,8,8,0,5,0.625,2.863252581487396,0.7557694514126698,0.3579065726859245,0.09447118142658373,0.7256914032821875,1,2
validation,B,4,mixed_profile_candidate,level_ge_7m,known_trend,falling,11,6,5,5,0,4,0.8,1.6054266733770755,-0.6941053796734868,0.3210853346754151,-0.13882107593469736,0.9807508028147671,1,0
validation,B,4,mixed_profile_candidate,level_ge_7m,known_trend,stable,39,24,15,15,0,14,0.9333333333333333,3.5276416324905027,-2.976067180510122,0.23517610883270018,-0.1984044787006748,1.0752953783696508,1,0
validation,B,4,mixed_profile_candidate,level_ge_7m,known_trend,unknown,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,mixed_profile_candidate,level_ge_7m,future_response,rising,7,0,7,7,0,4,0.5714285714285714,4.037381661676999,-3.072238534092998,0.5767688088109999,-0.43889121915614254,1.0752953783696508,3,0
validation,B,4,mixed_profile_candidate,level_ge_7m,future_response,falling,7,0,7,7,0,7,1.0,0.7124449304754865,0.24900450695362863,0.10177784721078378,0.035572072421946946,0.275846341953101,0,0
validation,B,4,mixed_profile_candidate,level_ge_7m,future_response,stable,14,0,14,14,0,12,0.8571428571428571,3.2464942952024884,-0.09116908163156978,0.23189244965732062,-0.0065120772593978415,0.7025630120751423,0,2
validation,B,4,mixed_profile_candidate,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,4,mixed_profile_candidate,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.275846341953101,0.275846341953101,0.275846341953101,0.275846341953101,0.275846341953101,0,0
